poligraphId,Slug affaire,Titre,poligraphId politique,Slug politique,Politique,Parti actuel (abrégé),Parti actuel,Position politique,Parti au moment (abrégé),Parti au moment,Statut,Statut (code),Catégorie,Catégorie (code),Gravité,Gravité (code),Implication,Implication (code),Liée au mandat,Date des faits,Date de début,Date du verdict,Amende (EUR),Prison (mois),Prison avec sursis,Inéligibilité (mois),TIG (heures),Appel,Peine (texte libre),Autres peines,Juridiction,ECLI,Description,Nombre de sources,Première source (URL),Première source (titre),Page Poligraph,Créée le,Mise à jour le
AF-000158,matthieu-marchio-condamnation-de-matthieu-marchio-aux-prud-hommes-pour-violation-de-l-obligation-de-securite,Condamnation de Matthieu Marchio aux Prud'hommes pour violation de l'obligation de sécurité,PG-000319,matthieu-marchio,Matthieu Marchio,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Condamnation définitive,CONDAMNATION_DEFINITIVE,Harcèlement moral,HARCELEMENT_MORAL,Grave,GRAVE,Mis en cause,DIRECT,non,2023-05-01,,2025-03-31,15000,,,,,non,,"Requalification du CDI à temps partiel en temps complet, rappels de salaire de plus de 10 000 euros, 5 000 euros de dommages et intérêts pour violation de l'obligation de sécurité",Conseil des Prud'hommes,,"Matthieu Marchio, député RN, a licencié sa suppléante Anne-Sophie Leclerc qu'il avait embauchée comme assistante parlementaire en mai 2023. Celle-ci s'est plainte de conditions de travail dégradées, incluant des semaines de 50 heures rémunérées 500 euros par mois sur un CDI de 18 heures, ainsi que de brimades et humiliations. En mars 2025, le conseil des Prud'hommes a condamné le député à verser plus de 10 000 euros de rappels de salaire et 5 000 euros de dommages et intérêts pour violation de l'obligation de sécurité, et a requalifié le CDI à temps partiel en temps complet. En décembre 2025, l'appel du député a été déclaré caduc, rendant la condamnation définitive.",2,https://fr.wikipedia.org/wiki/Matthieu_Marchio,Wikipedia — Matthieu Marchio,https://poligraph.fr/affaires/matthieu-marchio-condamnation-de-matthieu-marchio-aux-prud-hommes-pour-violation-de-l-obligation-de-securite,2026-02-20T18:29:20.504Z,2026-03-04T21:16:30.280Z
AF-000157,laurent-marcangeli-condamnation-par-la-cour-des-comptes-pour-non-execution-de-decisions-de-justice,Condamnation par la Cour des comptes pour non-exécution de décisions de justice,PG-000047,laurent-marcangeli,Laurent Marcangeli,HOR,Horizons,Centre droit,HOR,Horizons,Condamnation définitive,CONDAMNATION_DEFINITIVE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,,2023-05-31,2023-05-31,,,,,,non,,,Cour des comptes,,"Laurent Marcangeli, député Horizons de la 1ère circonscription, a été condamné par la Cour des comptes en mai 2023 pour manquement aux obligations légales en tant que maire d'Ajaccio. La commune, sous son autorité, n'avait pas respecté l'exécution de plusieurs jugements du tribunal administratif. Spécifiquement, un ancien salarié n'avait pas reçu dans les délais légaux les indemnités, astreintes et intérêts auxquels il avait droit selon ces décisions de justice. La Cour des comptes a établi cette responsabilité dans ses attributions de contrôle de la gestion publique locale. Marcangeli a été condamné au paiement d'une amende de 10 000 euros pour cette non-exécution caractérisée. Cette condamnation est devenue définitive, sans recours possible. Elle illustre les obligations de mise en conformité qui pèsent sur les autorités locales face aux décisions judiciaires, notamment en matière de droits des salariés publics.",3,https://fr.wikipedia.org/wiki/Laurent_Marcangeli,Wikipedia — Laurent Marcangeli,https://poligraph.fr/affaires/laurent-marcangeli-condamnation-par-la-cour-des-comptes-pour-non-execution-de-decisions-de-justice,2026-02-20T18:29:20.342Z,2026-03-04T21:56:43.830Z
AF-000156,sylvain-maillard-pandora-papers-societe-offshore-unik-deal-limited,Affaire des Pandora Papers - Société offshore Unik Deal Limited,PG-000086,sylvain-maillard,Sylvain Maillard,RE,Renaissance,Centre,,,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2010-09-01,,,,,,,,non,,,null,,"En octobre 2021, les Pandora Papers révèlent que Sylvain Maillard, député LREM de Paris, apparaît comme propriétaire à hauteur de 25% d'une société offshore immatriculée aux Seychelles en septembre 2010, Unik Deal Limited, qui servait de ""base arrière financière"" à la vente de contrefaçons de toupies Beyblade en France. Son associé Florian Deloppinot a été condamné en 2014 à payer 60.000 euros pour contrefaçon et préjudice commercial à Hasbro, tandis que Sylvain Maillard n'a pas été poursuivi par la justice. Le député se défend en affirmant être victime d'une usurpation d'identité, version confirmée par Deloppinot qui reconnaît avoir créé la société et utilisé le passeport de Maillard sans le prévenir, bien qu'il lui ait attribué 25% des parts. Suite aux révélations, le ministre de l'Économie Bruno Le Maire annonce que Bercy lance des vérifications concernant la présence de résidents fiscaux français dans les Pandora Papers.",5,https://fr.wikipedia.org/wiki/Sylvain_Maillard,Wikipedia — Sylvain Maillard,https://poligraph.fr/affaires/sylvain-maillard-pandora-papers-societe-offshore-unik-deal-limited,2026-02-20T18:29:20.171Z,2026-04-09T19:14:56.654Z
AF-000155,emmanuel-macron-kohler-mise-en-examen-pour-prise-illegale-d-interets,Affaire Kohler : mise en examen pour prise illégale d'intérêts,PG-001085,emmanuel-macron,Emmanuel Macron,RE,Renaissance,Centre,,,Mise en examen,MISE_EN_EXAMEN,Prise illégale d'intérêts,PRISE_ILLEGALE_INTERETS,Critique,CRITIQUE,Mentionné,MENTIONED_ONLY,oui,2009-01-01,,,,,,,,non,,,Tribunal judiciaire de Paris (information judiciaire),,"Alexis Kohler, secrétaire général de l'Élysée et bras droit d'Emmanuel Macron, a été mis en examen le 23 septembre 2022 pour prise illégale d'intérêts et placé sous le statut de témoin assisté pour trafic d'influence. Il est soupçonné d'avoir dissimulé ses liens familiaux avec l'armateur italo-suisse MSC (dirigé par les cousins de sa mère, la famille Aponte) et d'avoir participé entre 2009 et 2016 à plusieurs décisions relatives à cet armateur alors qu'il était haut fonctionnaire, notamment lors de son passage à l'Agence des participations de l'État et au ministère de l'Économie. L'affaire a été révélée par Mediapart en mai 2018, et l'association Anticor a déposé plainte, conduisant à l'ouverture d'une information judiciaire en juin 2020 après un premier classement sans suite controversé. En novembre 2024, la cour d'appel de Paris a rejeté l'exception de prescription soulevée par la défense, et en mai 2025, la Cour de cassation examinait le pourvoi d'Alexis Kohler sur cette question de prescription.",10,https://fr.wikipedia.org/wiki/Emmanuel_Macron,Wikipedia — Emmanuel Macron,https://poligraph.fr/affaires/emmanuel-macron-kohler-mise-en-examen-pour-prise-illegale-d-interets,2026-02-20T18:29:20.008Z,2026-04-09T19:14:55.980Z
AF-000154,emmanuel-macron-benalla,Affaire Benalla,PG-001085,emmanuel-macron,Emmanuel Macron,RE,Renaissance,Centre,RE,Renaissance,Condamnation définitive,CONDAMNATION_DEFINITIVE,Violence,VIOLENCE,Significatif,SIGNIFICATIF,Mentionné,MENTIONED_ONLY,non,2018-05-01,,2024-06-26,,36,non,,,non,,"Un an de prison ferme aménageable (bracelet électronique ou autre modalité décidée par le juge d'application des peines), deux ans avec sursis. Condamnation également pour usage frauduleux de passeports diplomatiques, faux et usage de faux, et port d'arme illégal.",Cour de cassation (après tribunal correctionnel de Paris en première instance et cour d'appel de Paris),,"Alexandre Benalla, ancien chargé de mission à l'Élysée et coordinateur de la sécurité d'Emmanuel Macron, a été définitivement condamné le 26 juin 2024 par la Cour de cassation à trois ans de prison dont un an ferme pour des violences commises le 1er mai 2018 place de la Contrescarpe à Paris. Équipé d'un casque de police, il avait violenté des manifestants alors qu'il n'assistait aux événements qu'en tant qu'observateur, s'immisçant ainsi dans les fonctions de policier. Il a également été condamné pour usage frauduleux de passeports diplomatiques après son licenciement et port d'arme illégal. L'affaire, révélée en juillet 2018 par Le Monde, a provoqué une grave crise politique et mis en lumière des dysfonctionnements au sein de la présidence de la République. La peine ferme sera aménagée (bracelet électronique ou autre) par un juge d'application des peines.",7,https://fr.wikipedia.org/wiki/Emmanuel_Macron,Wikipedia — Emmanuel Macron,https://poligraph.fr/affaires/emmanuel-macron-benalla,2026-02-20T18:29:19.842Z,2026-03-04T21:16:30.071Z
AF-000153,emmanuel-macron-dupond-moretti-mise-en-examen-pour-prise-illegale-d-interets-et-relaxe,Affaire Dupond-Moretti : mise en examen pour prise illégale d'intérêts et relaxe,PG-001085,emmanuel-macron,Emmanuel Macron,RE,Renaissance,Centre,RE,Renaissance,Relaxe,RELAXE,Prise illégale d'intérêts,PRISE_ILLEGALE_INTERETS,Critique,CRITIQUE,Mentionné,MENTIONED_ONLY,oui,2020-07-31,,2023-11-29,,,,,,non,,,Cour de justice de la République,,"En juillet 2021, le ministre de la Justice Éric Dupond-Moretti, nommé par Emmanuel Macron en juillet 2020, est mis en examen pour prise illégale d'intérêts par la Cour de justice de la République. Il est accusé d'avoir utilisé sa fonction ministérielle pour obtenir des sanctions disciplinaires contre quatre magistrats qui avaient enquêté sur ses anciens clients : le juge Édouard Levrault (affaire Monaco) et trois magistrats du Parquet national financier (affaire des fadettes). Le procès se tient du 6 au 17 novembre 2023 devant la CJR. Malgré les accusations et l'émoi dans la magistrature, Emmanuel Macron maintient sa confiance en son garde des Sceaux tout au long de la procédure. Éric Dupond-Moretti est finalement relaxé par la Cour de justice de la République.",6,https://fr.wikipedia.org/wiki/Emmanuel_Macron,Wikipedia — Emmanuel Macron,https://poligraph.fr/affaires/emmanuel-macron-dupond-moretti-mise-en-examen-pour-prise-illegale-d-interets-et-relaxe,2026-02-20T18:29:19.677Z,2026-03-04T21:16:30.020Z
AF-000152,veronique-louwagie-condamnation-pour-licenciement-abusif-et-discrimination,Condamnation pour licenciement abusif et discrimination,PG-000057,veronique-louwagie,Véronique Louwagie,LR,Les Républicains,Droite,LR,Les Républicains,Condamnation (1ère instance),CONDAMNATION_PREMIERE_INSTANCE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,,2024-12-24,,,,,,,non,,,Conseil de prud'hommes,,"Le 13 décembre 2022, le conseil de prud'hommes condamne Véronique Louwagie à verser 15 635,43 euros à son ancienne femme de ménage. Elle avait employé cette personne sans contrat de travail, sans durée de travail définie et sans planning déterminé, puis l'avait licenciée alors qu'elle était en arrêt de travail, reconnue travailleuse handicapée, souffrant d'affections reconnues comme accident du travail et maladie professionnelle. Le conseil de prud'hommes a considéré que la démarche pouvait s'apparenter à une tentative de se soustraire aux conséquences d'un possible licenciement pour inaptitude.",5,https://fr.wikipedia.org/wiki/V%C3%A9ronique_Louwagie,Wikipedia — Véronique Louwagie,https://poligraph.fr/affaires/veronique-louwagie-condamnation-pour-licenciement-abusif-et-discrimination,2026-02-20T18:29:19.510Z,2026-03-04T21:16:29.972Z
AF-000151,marie-france-lorho-condamnation-de-marie-france-lorho-pour-emploi-fictif-de-yann-bompard,Condamnation de Marie-France Lorho pour emploi fictif de Yann Bompard,PG-000188,marie-france-lorho,Marie-France Lorho,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Appel en cours,APPEL_EN_COURS,Détournement de fonds publics,DETOURNEMENT_FONDS_PUBLICS,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2021-11-01,,2026-01-26,10000,18,oui,60,,non,,Remboursement de 75 000 euros à l'Assemblée nationale. Exécution provisoire de l'inéligibilité.,Tribunal correctionnel de Marseille,,"Marie-France Lorho, députée RN du Vaucluse, a été condamnée le 26 janvier 2026 par le tribunal correctionnel de Marseille pour détournement de fonds publics et subornation de témoin. Elle est accusée d'avoir employé Yann Bompard, actuel maire d'Orange, comme collaborateur parlementaire entre novembre 2021 et février 2023, alors qu'il n'effectuait plus son travail après être devenu maire. Le tribunal a prononcé une peine de 18 mois de prison avec sursis, 10 000 euros d'amende et 5 ans d'inéligibilité avec exécution provisoire. L'Assemblée nationale, partie civile, évalue le préjudice à 75 000 euros que Marie-France Lorho devra rembourser. Des écoutes du 5 septembre 2023 ont révélé des tentatives d'incitation au mensonge pour couvrir l'affaire.",13,https://fr.wikipedia.org/wiki/Marie-France_Lorho,Wikipedia — Marie-France Lorho,https://poligraph.fr/affaires/marie-france-lorho-condamnation-de-marie-france-lorho-pour-emploi-fictif-de-yann-bompard,2026-02-20T18:29:19.343Z,2026-03-12T14:21:57.707Z
AF-000150,stephane-le-rudulier-condamnation-de-l-assistant-parlementaire-claude-filippi,Condamnation de l'assistant parlementaire Claude Filippi,PG-000913,stephane-le-rudulier,Stéphane Le Rudulier,LR,Les Républicains,Droite,LR,Les Républicains,Condamnation définitive,CONDAMNATION_DEFINITIVE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mentionné,MENTIONED_ONLY,non,,2012-01-26,2013-10-02,,,,,,non,,,Cour d'appel d'Aix-en-Provence,,"Stéphane Le Rudulier, sénateur Les Républicains des Bouches-du-Rhône, a embauché en 2020 Claude Filippi comme assistant parlementaire à mi-temps. Filippi était ancien maire de Ventabren et avait précédemment été poursuivi suite à une altercation avec ses opposants. Le dossier initial avait entraîné des condamnations, mais celles-ci ont été révisées en appel. La Cour d'appel d'Aix-en-Provence a annulé les peines principales et réduit la sanction à une simple amende le 2 octobre 2013. Cette décision est définitive. Cette affaire s'inscrit dans le contexte des charges pesant sur Le Rudulier, également mis en cause dans une autre procédure relative aux dépenses personnelles sur fonds publics de la mairie de Rognac. Le choix d'embaucher une personne au passif judiciaire, même partiellement annulé, soulève des questions de gestion des ressources humaines du cabinet parlementaire, bien que les peines initiales aient été réduites par la juridiction supérieure.",2,https://fr.wikipedia.org/wiki/St%C3%A9phane_Le_Rudulier,Wikipedia — Stéphane Le Rudulier,https://poligraph.fr/affaires/stephane-le-rudulier-condamnation-de-l-assistant-parlementaire-claude-filippi,2026-02-20T18:29:19.176Z,2026-03-04T21:56:39.732Z
AF-000149,stephane-le-rudulier-depenses-personnelles-sur-fonds-publics-de-la-mairie-de-rognac,Dépenses personnelles sur fonds publics de la mairie de Rognac,PG-000913,stephane-le-rudulier,Stéphane Le Rudulier,LR,Les Républicains,Droite,LR,Les Républicains,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Détournement de fonds publics,DETOURNEMENT_FONDS_PUBLICS,Critique,CRITIQUE,Mis en cause,DIRECT,oui,,2024-05-28,,,,,,,non,,,Parquet d'Aix-en-Provence,,"Stéphane Le Rudulier, sénateur des Bouches-du-Rhône et membre de Les Républicains, était à l'époque des faits maire de Rognac. En 2024, le journal Marsactu révèle que des dépenses s'élevant à plusieurs dizaines de milliers d'euros annuels ont été engagées aux frais de la municipalité sans lien apparent avec ses activités. Ces dépenses auraient été effectuées par l'ancien maire Le Rudulier et par sa successeuse. Le parquet d'Aix-en-Provence ouvre une enquête préliminaire le 17 avril 2024 pour examiner la nature de ces dépenses et établir si elles correspondent à un détournement de fonds publics. L'enquête vise à déterminer les responsabilités respectives des deux édiles et à vérifier le bien-fondé de chaque transaction incriminée. Sous le régime de la présomption d'innocence, aucune mise en examen n'a pour l'heure été prononcée. Les investigations en cours doivent permettre au parquet de qualifier précisément les faits et de décider des suites judiciaires appropriées. Cette affaire s'inscrit dans un contexte plus large de questions de gouvernance municipale et de gestion des deniers publics locaux.",3,https://fr.wikipedia.org/wiki/St%C3%A9phane_Le_Rudulier,Wikipedia — Stéphane Le Rudulier,https://poligraph.fr/affaires/stephane-le-rudulier-depenses-personnelles-sur-fonds-publics-de-la-mairie-de-rognac,2026-02-20T18:29:19.016Z,2026-03-04T21:56:35.635Z
AF-000148,marine-le-pen-plainte-de-marine-le-pen-contre-laurent-ruquier-pour-injure-affiche-charlie-hebdo,Plainte de Marine Le Pen contre Laurent Ruquier pour injure (affiche Charlie Hebdo),PG-000148,marine-le-pen,Marine Le Pen,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Condamnation définitive,CONDAMNATION_DEFINITIVE,Injure,INJURE,Significatif,SIGNIFICATIF,Plaignant,PLAINTIFF,non,2012-01-07,,2019-10-25,0,0,non,0,0,non,,"Marine Le Pen déboutée, Laurent Ruquier relaxé définitivement",Cour de cassation,,"Le 7 janvier 2012, Laurent Ruquier a diffusé dans son émission ""On n'est pas couché"" sur France 2 une affiche satirique de Charlie Hebdo représentant Marine Le Pen sous la forme d'un étron fumant avec le slogan ""Le Pen, la candidate qui vous ressemble"". Marine Le Pen a porté plainte contre Laurent Ruquier (et non contre Charlie Hebdo) pour injure publique. Après avoir été déboutée en première instance en 2014 et en appel en 2015, puis un renvoi ordonné par la Cour de cassation en 2016, elle a été de nouveau déboutée par la cour d'appel de Paris en 2017. Le 25 octobre 2019, la Cour de cassation a définitivement rejeté son pourvoi, estimant que ""la publication litigieuse ne dépassait pas les limites admissibles de la liberté d'expression"" compte tenu du contexte satirique et polémique de l'émission.",5,https://fr.wikipedia.org/wiki/Marine_Le_Pen,Wikipedia — Marine Le Pen,https://poligraph.fr/affaires/marine-le-pen-plainte-de-marine-le-pen-contre-laurent-ruquier-pour-injure-affiche-charlie-hebdo,2026-02-20T18:29:18.852Z,2026-03-04T21:16:29.768Z
AF-000147,marine-le-pen-outrage-a-agents-publics-incident-du-16e-arrondissement,Outrage à agents publics (incident du 16e arrondissement),PG-000148,marine-le-pen,Marine Le Pen,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Condamnation définitive,CONDAMNATION_DEFINITIVE,Diffamation,DIFFAMATION,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2003-02-20,,,,,,,,non,,,Cour de cassation,,"Le 20 février 2003, lors d'une soirée chez Frédéric Chatillon, Marine Le Pen aurait proféré des injures à l'encontre de policiers appelés pour tapage nocturne, incluant des propos racistes selon Le Canard Enchaîné. Elle a été poursuivie pour outrage à agents publics. Marine Le Pen a porté plainte contre le journal pour diffamation, mais a été déboutée en première instance, en appel, puis définitivement par la Cour de cassation en mars 2016, la justice ayant retenu la bonne foi du Canard Enchaîné.",4,https://fr.wikipedia.org/wiki/Marine_Le_Pen,Wikipedia — Marine Le Pen,https://poligraph.fr/affaires/marine-le-pen-outrage-a-agents-publics-incident-du-16e-arrondissement,2026-02-20T18:29:18.690Z,2026-03-04T21:16:29.719Z
AF-000146,marine-le-pen-relaxe-de-marine-le-pen-pour-injure-publique-envers-une-etudiante-voilee,Relaxe de Marine Le Pen pour injure publique envers une étudiante voilée,PG-000148,marine-le-pen,Marine Le Pen,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Relaxe,RELAXE,Injure,INJURE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2019-03-31,,2026-01-20,,,non,,0,non,,Relaxe totale - aucune peine,Tribunal correctionnel de Paris (17e chambre correctionnelle),,"En mars 2019, durant la campagne des élections européennes, Marine Le Pen avait commenté sur le réseau social X la photo de Yasmine Ouirhane, ancienne étudiante de Sciences Po Bordeaux désignée ""jeune européenne de l'année 2019"", en la qualifiant de promotion de l'""islam radical"". L'étudiante, qui portait le voile sur la photo, avait déposé plainte pour injure publique en raison de l'origine, l'ethnie, la nation, la race ou la religion. Le 20 janvier 2026, le tribunal correctionnel de Paris (17e chambre) a relaxé Marine Le Pen, estimant que le terme ""islam radical"" ne renvoie pas de manière évidente au jihadisme ou au terrorisme, mais à une pratique rigoriste de la religion, et qu'associer une personne à une telle pratique ne revêt pas un caractère injurieux dans le cadre d'un débat d'idées.",9,https://fr.wikipedia.org/wiki/Marine_Le_Pen,Wikipedia — Marine Le Pen,https://poligraph.fr/affaires/marine-le-pen-relaxe-de-marine-le-pen-pour-injure-publique-envers-une-etudiante-voilee,2026-02-20T18:29:18.525Z,2026-03-12T08:17:01.837Z
AF-000145,marine-le-pen-condamnation-de-marine-le-pen-pour-detournement-de-fonds-publics-dans-l-affaire-des-assistants-parlementaires-europeens-du-fn,Condamnation de Marine Le Pen pour détournement de fonds publics dans l'affaire des assistants parlementaires européens du FN,PG-000148,marine-le-pen,Marine Le Pen,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Appel en cours,APPEL_EN_COURS,Détournement de fonds publics,DETOURNEMENT_FONDS_PUBLICS,Critique,CRITIQUE,Mis en cause,DIRECT,oui,,,2025-03-31,100000,48,non,60,,non,,"Deux ans de prison ferme sous bracelet électronique, deux ans avec sursis. Exécution provisoire de l'inéligibilité prononcée en première instance. Suite à cette condamnation, Marine Le Pen a été déchue de son mandat de conseillère départementale du Pas-de-Calais en avril 2025.",Tribunal correctionnel de Paris (première instance) / Cour d'appel de Paris (appel),,"Marine Le Pen est accusée d'avoir organisé et dirigé un système frauduleux d'embauche d'assistants parlementaires européens du Front National qui travaillaient en réalité pour le parti entre 2004 et 2016, détournant environ 1,4 million d'euros de fonds publics européens. En mars 2025, elle est condamnée en première instance par le tribunal correctionnel de Paris à quatre ans de prison dont deux ferme sous bracelet électronique, cinq ans d'inéligibilité avec exécution provisoire et 100 000 euros d'amende. En appel, le parquet général a requis en février 2026 une peine de quatre ans d'emprisonnement dont un ferme, cinq ans d'inéligibilité sans exécution provisoire et 100 000 euros d'amende. Le procès en appel, qui s'est tenu de janvier à février 2026 devant la cour d'appel de Paris, implique également dix autres prévenus dont Louis Aliot, Nicolas Bay, Bruno Gollnisch et Catherine Griset. La décision de la cour d'appel est attendue à l'été 2026.",19,https://fr.wikipedia.org/wiki/Marine_Le_Pen,Wikipedia — Marine Le Pen,https://poligraph.fr/affaires/marine-le-pen-condamnation-de-marine-le-pen-pour-detournement-de-fonds-publics-dans-l-affaire-des-assistants-parlementaires-europeens-du-fn,2026-02-20T18:29:18.357Z,2026-03-04T21:16:29.618Z
AF-000144,marine-le-pen-riwal-financement-des-campagnes-legislatives-fn-2012,Affaire Riwal - Financement des campagnes législatives FN 2012,PG-000148,marine-le-pen,Marine Le Pen,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Condamnation définitive,CONDAMNATION_DEFINITIVE,Financement illégal de campagne,FINANCEMENT_ILLEGAL_CAMPAGNE,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2012-06-01,,2020-06-16,18750,0,non,,,non,,Condamnation du RN en tant que personne morale pour recel d'abus de biens sociaux,Tribunal correctionnel de Paris,,"Cette affaire concerne le financement des campagnes législatives du Front National en 2012, impliquant la société Riwal de Frédéric Chatillon, principal prestataire du parti. En 2017, treize personnes sont mises en examen, dont Marine Le Pen à qui il est reproché d'avoir employé fictivement deux de ses conseillers (Nicolas Bay et David Rachline) en CDD pendant sa campagne, rémunérés par Riwal plutôt que par le FN. Le 16 juin 2020, le tribunal correctionnel de Paris relaxe le parti de l'accusation principale de surfacturation des kits de campagne, mais condamne le Rassemblement national (RN) à 18 750 euros d'amende pour recel d'abus de biens sociaux. Le parquet fait appel de ce jugement. En 2024, la Cour de cassation rejette les pourvois du RN et de proches de Marine Le Pen, rendant définitive la condamnation du parti.",8,https://fr.wikipedia.org/wiki/Marine_Le_Pen,Wikipedia — Marine Le Pen,https://poligraph.fr/affaires/marine-le-pen-riwal-financement-des-campagnes-legislatives-fn-2012,2026-02-20T18:29:18.043Z,2026-03-04T21:16:29.568Z
AF-000143,marine-le-pen-jeanne-condamnation-definitive-du-rassemblement-national-pour-recel-d-abus-de-biens-sociaux,Affaire Jeanne : condamnation définitive du Rassemblement national pour recel d'abus de biens sociaux,PG-000148,marine-le-pen,Marine Le Pen,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Condamnation définitive,CONDAMNATION_DEFINITIVE,Recel,RECEL,Grave,GRAVE,Mis en cause,DIRECT,non,2012-06-01,,2024-06-19,250000,0,non,,,non,,Condamnation du Rassemblement national en tant que personne morale,Cour de cassation,,"En 2010, des proches de Marine Le Pen créent le micro-parti Jeanne qui reçoit 9 millions d'euros en 2012. Une information judiciaire est ouverte en avril 2014 pour escroquerie en bande organisée concernant les activités financières de cette structure, utilisée dans le cadre des kits de campagne pour les élections législatives de 2012. En première instance en juin 2020, le Front national (devenu Rassemblement national) a été condamné à une amende de 18 750 euros pour recel d'abus de biens sociaux et relaxé de la principale accusation de surfacturation. Le 19 juin 2024, la Cour de cassation a confirmé le jugement d'appel, condamnant définitivement le RN à une amende de 250 000 euros, rendant cette condamnation définitive. L'affaire concerne un montage complexe visant à détourner les remboursements de frais de campagne électorale au profit du microparti Jeanne.",17,https://fr.wikipedia.org/wiki/Marine_Le_Pen,Wikipedia — Marine Le Pen,https://poligraph.fr/affaires/marine-le-pen-jeanne-condamnation-definitive-du-rassemblement-national-pour-recel-d-abus-de-biens-sociaux,2026-02-20T18:29:17.877Z,2026-03-04T21:16:29.519Z
AF-000142,marine-le-pen-condamnation-de-marine-le-pen-pour-diffamation-envers-la-cimade-2,Condamnation de Marine Le Pen pour diffamation envers la Cimade,PG-000148,marine-le-pen,Marine Le Pen,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Condamnation définitive,CONDAMNATION_DEFINITIVE,Diffamation,DIFFAMATION,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2022-01-01,,2025-12-16,500,0,oui,,,non,,,Cour de cassation,,"En janvier 2022, lors d'un entretien sur BFMTV en pleine campagne présidentielle, Marine Le Pen accuse les associations humanitaires d'être ""parfois complices des passeurs"" et vise directement la Cimade, l'accusant d'organiser ""la filière d'immigration clandestine en provenance des Comores"" à Mayotte. La Cimade, association engagée contre la xénophobie et l'exclusion des personnes immigrées, porte plainte pour diffamation. Marine Le Pen est condamnée en première instance, puis la condamnation est confirmée en appel par la cour d'appel de Paris le 11 septembre 2024 à 500 euros d'amende avec sursis. Le 16 décembre 2025, la Cour de cassation rejette le pourvoi de Marine Le Pen et rend la condamnation définitive, jugeant que ""les limites de la liberté d'expression ont été dépassées"".",8,https://fr.wikipedia.org/wiki/Marine_Le_Pen,Wikipedia — Marine Le Pen,https://poligraph.fr/affaires/marine-le-pen-condamnation-de-marine-le-pen-pour-diffamation-envers-la-cimade-2,2026-02-20T18:29:17.713Z,2026-03-04T21:16:29.469Z
AF-000140,marine-le-pen-condamnation-de-marine-le-pen-pour-procedure-abusive-contre-georges-tron-et-l-afp,Annulation de la condamnation de Marine Le Pen pour procedure abusive contre Georges Tron et l'AFP,PG-000148,marine-le-pen,Marine Le Pen,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Classement sans suite,CLASSEMENT_SANS_SUITE,Autre,AUTRE,Significatif,SIGNIFICATIF,Plaignant,PLAINTIFF,non,2011-05-25,,2014-01-24,,,,,,non,,1500 euros de dommages et intérêts à Georges Tron et 1500 euros à l'AFP,Tribunal correctionnel de Paris,,"Le 25 mai 2011, Georges Tron, alors secrétaire d'État à la Fonction publique, déclare à l'AFP observer que les plaintes pour agressions sexuelles viennent de Gilbert Collard, ""proche de Marine Le Pen, avec laquelle je suis en conflit depuis des mois"". Marine Le Pen porte plainte pour diffamation contre Georges Tron et l'AFP. Le 24 janvier 2014, le tribunal correctionnel de Paris relaxe Georges Tron et Emmanuel Hoog (PDG de l'AFP) et condamne Marine Le Pen pour procédure abusive, estimant que sa plainte relevait d'une ""interprétation manifestement tendancieuse et exagérée du texte"". Elle est condamnée à verser 1500 euros de dommages et intérêts à chacune des parties. Marine Le Pen annonce faire appel de cette décision.",6,https://fr.wikipedia.org/wiki/Marine_Le_Pen,Wikipedia — Marine Le Pen,https://poligraph.fr/affaires/marine-le-pen-condamnation-de-marine-le-pen-pour-procedure-abusive-contre-georges-tron-et-l-afp,2026-02-20T18:29:17.211Z,2026-03-12T08:17:02.156Z
